ID	Year of Study	Acquired Skills
14841		Mathematics, Probability, Static Structures, Compilation
12354	2	Python, Security
12307	2	Python, Algorithmic
13919	5	Compilation, Statistics, Python
10291	4	Static Structures, Algorithmic, Design, Dynamic Structures
14494	2	C++, Design, Security
14392		Algorithmic, Python, Dynamic Structures, Java, Static Structures
19471	5	Dynamic Structures, Algorithmic
18959	2	Static Structures, Security, Probability
13258	5	Probability, Java, Static Structures
18810	1	C++, Compilation, Python, Algorithmic, Dynamic Structures
10835	2	Web Development, Robotics, Python
12532	1	Dynamic Structures, Java, Design, Static Structures
11494	2	Static Structures, Probability, Dynamic Structures, Robotics, Python
13176	2	
18352	3	Algorithmic
17656	5	Software Engineering, Mathematics, Static Structures, C++
16044	3	
10198	4	Probability, C++, Software Engineering, Security
11940	4	Java, Security, Statistics
19789	1	Security, Python, Robotics, Java, Web Development
14109	1	Robotics, Probability, Python, Dynamic Structures
10876	2	Compilation, Web Development, Design
10223		Dynamic Structures, Mathematics, Compilation
13911	2	Statistics, Algorithmic, Java, Security
17306	2	Algorithmic, Robotics, Static Structures, Python, Security
15874	5	Web Development, Design, Python, C++
19940	1	Compilation, Web Development
10484	2	C++
11215	4	Design, Dynamic Structures, Python
19314	1	Mathematics
14609	3	Web Development, Java, C++, Software Engineering
15493	3	Software Engineering, Algorithmic, Mathematics, Design, Statistics
19302	5	Web Development, C++, Python, Dynamic Structures
11115	4	Algorithmic, Design, Web Development, Dynamic Structures
11087	3	Python, Robotics, Mathematics, Compilation, Java
11643	2	Web Development, Compilation
14831	1	Security, Static Structures, Statistics, Compilation
11388	3	Dynamic Structures, Robotics, Python, Statistics
17600	3	Algorithmic, Design, Robotics, Software Engineering
17698		C++, Statistics
14759	5	Software Engineering, Dynamic Structures
12279	1	Java, Robotics, Web Development, Compilation, Algorithmic
17506		Compilation, Static Structures, Software Engineering, Probability, Algorithmic
18732	1	Design, C++, Static Structures, Java
12299	4	Probability
18858	1	Statistics, Software Engineering
13109	5	Java
10714	2	Statistics, Static Structures
17119	4	Static Structures, Design, C++
10555		Design, Security, Static Structures
10867	4	Python
11485	1	Java, Mathematics, Static Structures, C++, Dynamic Structures
14439	3	Java, Python, Compilation, Security
19863	1	C++
19334	1	Algorithmic, C++
10575	5	Design, Algorithmic, Python, Robotics
10597	3	Algorithmic, Compilation
11651	5	Robotics, C++
18719	4	Design, Static Structures
16773	2	Algorithmic, Security, C++, Software Engineering, Web Development
14760	4	Design, Mathematics, Web Development, Statistics
15183	3	Compilation
12732	4	Security
16166	4	C++, Robotics, Compilation
19797	5	Compilation, Python
11534	5	Static Structures, Probability, Software Engineering
18602	2	Robotics
18046	1	Mathematics, Robotics, Probability, Statistics, C++
19249	5	Dynamic Structures, Software Engineering, Design, Java
16221	2	Compilation, Web Development
18655	5	Web Development, Robotics, Software Engineering, Static Structures
14633		Python, Dynamic Structures
17708	2	Robotics, Mathematics, Java, Security
16757	5	Web Development, Python, Dynamic Structures
19937	5	Python, Design, Security, Probability
16307		
16516	2	Security, Mathematics, Web Development, Probability, Software Engineering
19066		C++, Java, Algorithmic
10282	4	Web Development, Security, Dynamic Structures, Mathematics
19105	4	Web Development, Statistics, Mathematics
11882	3	C++, Dynamic Structures, Software Engineering
18597	5	Python, Probability, Design, Security, Mathematics
14099	1	Probability, Python, Mathematics, Statistics, Web Development
18697	1	Software Engineering
14564	5	Mathematics, Statistics, Dynamic Structures
13017	3	Compilation, Python, Java
12319	1	Statistics, Robotics
10676	3	C++, Software Engineering, Python, Security, Probability
14343	4	Dynamic Structures, Software Engineering, Algorithmic, Design, Static Structures
17138	3	Compilation, Java
13926	1	Software Engineering, Probability, Web Development, Compilation, Mathematics
18221	5	Probability
11371	5	Java
18146	3	Robotics, Software Engineering, Compilation, Algorithmic, Web Development
13985	1	C++
18976	1	Security
16176	1	Java, Robotics, Statistics
13764	5	Web Development, Compilation, Statistics, Python, Software Engineering
17986	3	Python, Mathematics, Statistics, Java
19236	1	Java, Mathematics, Python, Compilation
14310	2	Algorithmic, Python, Statistics, Design, Java
16361	5	Dynamic Structures, Compilation
14804		C++, Static Structures, Probability, Mathematics, Software Engineering
13795	1	Robotics, Compilation, Python, Static Structures, Java
18143	1	Algorithmic, Statistics
18434	1	Web Development
13929	1	Software Engineering, Probability, Design, Algorithmic, Robotics
10918	2	Security, Java
18020	3	Probability, Compilation, Static Structures, Security
19187		Web Development, Python
13628	1	Security, Compilation, Dynamic Structures
18868	4	Compilation, Robotics, Design, Web Development
17234	3	Algorithmic, Java, Python, Security, Design
11428	2	Mathematics
19619		Design, Software Engineering
14719	1	Security, Probability, Robotics, Web Development
14041	4	Web Development, Algorithmic, Mathematics
11917	3	Java, Robotics, Dynamic Structures, Statistics, Python
11863	1	Compilation, Robotics, Web Development, Java, Design
15481	2	Design, Python, C++, Java
16352	5	Dynamic Structures, Java, Design, C++, Security
15919	5	Algorithmic, Dynamic Structures
12857	2	Python, Mathematics, Web Development
13713	5	Java, Python, Mathematics, Compilation
13669	4	
18955	4	
18056	2	C++, Software Engineering, Static Structures
11989	5	Static Structures, Robotics, C++, Software Engineering, Python
11434	1	C++
19966	5	Static Structures
16040	5	Mathematics, Probability, Robotics, Algorithmic, Software Engineering
15287	5	Web Development, Static Structures, Design, Statistics
17683	2	Web Development, Dynamic Structures, Robotics, Software Engineering, Security
17685	5	
11245	5	Robotics, Dynamic Structures, Mathematics, Compilation, Software Engineering
15354	1	Algorithmic, Java
10296	3	Design, Python
12474	4	Algorithmic, C++, Robotics, Statistics
11838	3	Web Development
19587	2	Robotics, Python
15064	5	Security, C++, Dynamic Structures
12605	2	Java
11076	5	Software Engineering
11904	3	Robotics, Software Engineering, C++, Probability, Algorithmic
16953		Design, Python, Dynamic Structures
18048	4	Static Structures, Robotics, Web Development, Python, Probability
14473		Design, Compilation
11402	4	Web Development, C++, Robotics, Probability
19654	3	C++, Compilation
15123	2	Algorithmic, Security
16723	4	Java, Mathematics
11909	4	C++
10756	5	Design, Static Structures, Probability, Statistics, Algorithmic
18675	3	Security, Probability
16172	4	Robotics, Java, Software Engineering, Mathematics
19754	5	Dynamic Structures, Statistics
16536	1	Mathematics
18164	1	Algorithmic, Probability
19446	4	Java, C++
10636	3	Java, Static Structures, Algorithmic, Design
12783	3	Design, C++, Compilation
17156	1	Web Development
12755	1	Security, Dynamic Structures, Robotics, Java
18275	1	Java, Statistics
13124		Robotics, Java, Web Development, Static Structures
17041	4	Web Development, Java, Software Engineering
13197	1	Web Development, Design, Robotics, Mathematics, Dynamic Structures
18030	1	Web Development, Mathematics
19011	4	Probability, Compilation, Web Development, Java, C++
12392	1	Probability
19337	1	Algorithmic, Compilation, Mathematics, Statistics, Java
11759	3	Compilation, Statistics, Java, C++
18200	4	Dynamic Structures
15978	1	Robotics, Python, Design, Security, Algorithmic
13782	2	Mathematics
10859	3	Web Development, Compilation, Java, Probability, Robotics
11535	2	Software Engineering, Java, Algorithmic
15026	2	Statistics, Security, Compilation
15987	2	Robotics, Web Development, Compilation, Security
13146	1	Design, Dynamic Structures, Security, Software Engineering
15408		
12189	3	Web Development, Algorithmic, Mathematics, Python
19388	4	
19487	1	Robotics, Python, Software Engineering, Compilation, Web Development
14414	1	Dynamic Structures, Software Engineering
10814	3	Dynamic Structures, Algorithmic, Software Engineering, Probability
18037	1	Static Structures, Algorithmic, Java
17096	3	Design, Software Engineering, Java, Web Development, C++
11837	3	Static Structures, Statistics, Algorithmic, Robotics
17290	4	
14308	4	Java, Web Development, Dynamic Structures, Mathematics
18446	3	Design, Software Engineering, Python, Dynamic Structures
17258	5	Probability, Web Development
18486	2	Robotics, Algorithmic, Web Development
16705	2	C++, Web Development, Algorithmic, Dynamic Structures, Java
18795	2	Security, Algorithmic, Python
10869		Software Engineering, Design, Java, Web Development
17608	1	Mathematics, Static Structures, Software Engineering
10588	5	Security, Dynamic Structures, Design, Probability
12286	5	Java, Python, Dynamic Structures
19400	3	Mathematics
18821	3	Algorithmic, Python
18799	1	Robotics
10307	4	Security
14634	5	Probability, Statistics, Java, Robotics
13858	4	Web Development, Dynamic Structures, Python, Security, Java
16608	5	Robotics, Algorithmic, Java, Security
13520	5	Java, Web Development, Algorithmic, Probability
10854	3	Probability, Compilation, Python, Web Development, Robotics
17403	4	Statistics, Python
10574	4	Dynamic Structures, Static Structures
14162	5	Dynamic Structures, Python
15045	2	Probability
18887	4	Web Development, Static Structures, Probability, Software Engineering, Dynamic Structures
15989	5	Mathematics, Probability, Python
18874	3	Java
12572	2	Web Development
11856	5	Probability
11593	2	Statistics, Algorithmic, Web Development, Security
19088	3	Mathematics, Robotics, Security
15771	1	Software Engineering, Security, Static Structures, Web Development
16816	4	Security, Python, Java, Design
19351	2	Design, Robotics, Mathematics
16623	5	Dynamic Structures, Python
19443	5	Mathematics, Algorithmic, Static Structures, C++
13171	1	Software Engineering
19616	3	Python
19076	4	Design, Security, C++, Python
15941	5	Algorithmic, C++, Java, Probability
16291	5	Dynamic Structures, Java
10895	5	Software Engineering, Statistics
13202	3	Software Engineering, Dynamic Structures
18793	3	Compilation, Java
18547	4	Robotics, Probability
17047		Dynamic Structures, Mathematics, Static Structures, Java
13350	4	Robotics, Web Development, Software Engineering
17778	1	Python, C++, Security, Statistics
16670	4	Algorithmic
14146	3	Software Engineering, Compilation, Design, C++
13751	2	Security, Software Engineering
16793	5	C++, Compilation, Probability
13230	4	C++, Probability, Algorithmic
18248	3	Statistics, Compilation, Web Development
18818	3	Design
18995	5	Static Structures, C++, Software Engineering, Design
13199	5	Algorithmic
18432	3	Security, Robotics
12405	4	Robotics, Static Structures, Dynamic Structures
14140	1	Robotics, Dynamic Structures, Algorithmic, Probability
16410	5	Statistics
13111	1	Security, C++, Web Development, Static Structures
15096	5	
15942	4	Python, C++, Algorithmic, Static Structures
12215	4	Probability, Static Structures, C++
12662	5	Algorithmic, Robotics, Dynamic Structures, C++, Compilation
11173	2	Web Development, Statistics
19083	1	Statistics, Probability
11714	3	Web Development, Mathematics, Probability
11153	4	Dynamic Structures, Algorithmic, Java, Mathematics, Probability
19460	2	Algorithmic
12306	5	Python
13690	3	Statistics, Mathematics, Web Development, Compilation, Dynamic Structures
18848	2	Java, Statistics, Algorithmic
15339	4	Design, Compilation, Algorithmic
19751	5	Web Development, Dynamic Structures, Probability, Compilation
15219	3	Security, Algorithmic, Software Engineering
19287	1	Algorithmic, Java, Software Engineering, Static Structures, Mathematics
19877	4	Algorithmic, Mathematics, Statistics, Compilation
14318	3	Static Structures, Web Development, Robotics, Probability, Mathematics
19032	4	Web Development, Static Structures
10950	1	Python, Algorithmic, Software Engineering, Probability
12710	2	Software Engineering, Web Development, Statistics
18453	1	Algorithmic, Java
12353	1	Software Engineering, Probability, Robotics
19229	4	Security, Compilation, Algorithmic, Java
19876	4	Web Development, Statistics, Robotics, Mathematics, Software Engineering
18002	1	Software Engineering, Dynamic Structures, Web Development, Security
18305	1	Web Development, Java
13101	4	Java
17771	1	C++
11621	2	
11604	2	Design, Algorithmic, Probability, Robotics, Java
13907	4	Python, Static Structures, Algorithmic
18661	3	Statistics, Design, Compilation
10340	5	C++
13038	2	Dynamic Structures, Web Development
18517	3	Security, Mathematics, Probability
15533	1	Mathematics, Compilation, Python, Statistics
15375	5	Web Development
18375	5	Compilation, Software Engineering, Web Development, Robotics
19887	5	C++, Software Engineering, Dynamic Structures, Security, Probability
10386	5	Robotics, Algorithmic
15379	3	Mathematics, Static Structures
11658	4	Web Development
13309	4	Java, Dynamic Structures
12809	4	Dynamic Structures, C++, Static Structures
15993	4	Java, Statistics, Robotics
13450	2	Python
13192	3	C++
19259	2	Software Engineering, C++, Compilation, Dynamic Structures, Probability
18546	4	Web Development, Statistics, Static Structures, Algorithmic, Robotics
10614	5	Static Structures, Mathematics, Software Engineering
11995	2	
